App Name,Frequency of Use,Satisfaction Rating,What Do You Like Most?,Likelihood to Recommend,Fraud Concerns,App Improvement,Safe to Use,Data Handling,Unsolicited Messages,Comments/Suggestions
Disney+,Daily,2,Speed/Performance,2,None,Features,Not Sure,No,"Yes, regularly",Suggestions for improvement
Slack,Weekly,3,Speed/Performance,4,None,Speed/Performance,No,Not Sure,"Yes, occasionally",No comments
Telegram,Weekly,5,Speed/Performance,1,Unexplained data collection,Speed/Performance,No,Yes,"Yes, regularly",No comments
MyFitnessPal,Never,5,Speed/Performance,4,Unexplained data collection,Bug Fixes,Yes,No,"Yes, regularly",No comments
Clash of Clans,Weekly,2,Speed/Performance,2,Inconsistent behavior across devices,Customer Support,No,Yes,"Yes, regularly",Suggestions for improvement
The New York Times,Daily,2,Speed/Performance,4,Frequent crashes or slow performance,Features,Not Sure,Not Sure,"Yes, occasionally",No comments
PUBG Mobile,Monthly,4,Features,5,Suspicious permissions request,User Interface,Not Sure,Not Sure,"Yes, regularly",No comments
Flipboard,Daily,1,Design/UI,4,Inconsistent behavior across devices,Security,Not Sure,Not Sure,"Yes, regularly",No comments
Among Us,Rarely,4,Customer Support,5,Unexplained data collection,Security,Yes,Not Sure,"Yes, occasionally",No comments
Coursera,Daily,4,Features,3,Frequent crashes or slow performance,User Interface,Not Sure,No,"Yes, occasionally",No comments
WhatsApp,Monthly,2,Design/UI,5,None,Customer Support,Not Sure,No,"Yes, regularly",No comments
Evernote,Monthly,3,Design/UI,2,Suspicious permissions request,User Interface,Yes,No,"Yes, occasionally",Suggestions for improvement
Spotify,Weekly,5,Ease of use,5,Suspicious permissions request,Bug Fixes,Not Sure,No,"Yes, regularly",No comments
Coursera,Rarely,4,Ease of use,4,Unexplained data collection,Speed/Performance,Yes,No,"Yes, regularly",No comments
Fortnite,Daily,5,Design/UI,5,Suspicious permissions request,Features,No,Yes,"No, never",No comments
Snapchat,Never,5,Ease of use,5,Inconsistent behavior across devices,Speed/Performance,Not Sure,Not Sure,"Yes, occasionally",No comments
Fitbit,Weekly,3,Customer Support,3,Inconsistent behavior across devices,Bug Fixes,No,Yes,"Yes, regularly",No comments
Spotify,Weekly,2,Speed/Performance,1,Unexplained data collection,Security,Yes,Yes,"Yes, regularly",No comments
Coursera,Rarely,5,Features,2,Inconsistent behavior across devices,User Interface,No,Not Sure,"Yes, regularly",Suggestions for improvement
Evernote,Rarely,2,Customer Support,4,Inconsistent behavior across devices,Bug Fixes,Yes,Yes,"Yes, occasionally",Suggestions for improvement
Google Docs,Weekly,5,Speed/Performance,2,Inconsistent behavior across devices,Speed/Performance,No,Not Sure,"No, never",Suggestions for improvement
Telegram,Weekly,4,Speed/Performance,1,Unexplained data collection,Customer Support,No,No,"No, never",No comments
Strava,Daily,3,Design/UI,1,Suspicious permissions request,Bug Fixes,No,Not Sure,"No, never",No comments
Instagram,Never,3,Speed/Performance,1,Frequent crashes or slow performance,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
Telegram,Daily,1,Customer Support,1,Suspicious permissions request,Security,No,Yes,"Yes, regularly",No comments
Headspace,Never,5,Speed/Performance,3,Unexplained data collection,Security,Not Sure,No,"No, never",No comments
Hulu,Never,4,Design/UI,5,None,Speed/Performance,Yes,Not Sure,"No, never",No comments
Instagram,Daily,5,Design/UI,3,Suspicious permissions request,Bug Fixes,No,No,"Yes, occasionally",Suggestions for improvement
Headspace,Daily,1,Speed/Performance,4,None,User Interface,Yes,Yes,"Yes, regularly",No comments
Disney+,Never,3,Design/UI,1,Frequent crashes or slow performance,Customer Support,Not Sure,No,"Yes, regularly",No comments
Among Us,Rarely,3,Ease of use,1,Inconsistent behavior across devices,User Interface,Not Sure,No,"Yes, regularly",No comments
Spotify,Rarely,2,Speed/Performance,2,Unexplained data collection,Speed/Performance,No,Yes,"Yes, occasionally",Suggestions for improvement
PUBG Mobile,Never,2,Ease of use,1,Unexplained data collection,Speed/Performance,No,Yes,"Yes, regularly",No comments
The New York Times,Weekly,4,Features,2,Unexplained data collection,Security,Yes,Yes,"No, never",Suggestions for improvement
Snapchat,Weekly,2,Design/UI,3,Suspicious permissions request,User Interface,No,Yes,"No, never",No comments
Facebook Messenger,Daily,5,Ease of use,5,Suspicious permissions request,Features,No,No,"No, never",No comments
CNN,Never,2,Speed/Performance,2,Frequent crashes or slow performance,User Interface,No,Not Sure,"No, never",No comments
Hulu,Weekly,1,Customer Support,5,None,User Interface,No,Yes,"No, never",No comments
Twitter,Weekly,5,Features,4,Suspicious permissions request,Security,Yes,No,"Yes, occasionally",No comments
Facebook,Daily,4,Features,1,Inconsistent behavior across devices,Speed/Performance,Not Sure,Yes,"Yes, regularly",No comments
Khan Academy,Monthly,3,Ease of use,1,None,Features,No,Not Sure,"Yes, regularly",No comments
Facebook,Daily,4,Features,5,Suspicious permissions request,Security,Not Sure,Not Sure,"No, never",No comments
Fortnite,Weekly,1,Speed/Performance,4,Unexplained data collection,User Interface,Yes,Not Sure,"No, never",Suggestions for improvement
Telegram,Never,1,Customer Support,4,Frequent crashes or slow performance,Customer Support,Yes,Not Sure,"No, never",No comments
Clash of Clans,Never,1,Customer Support,1,Suspicious permissions request,Features,No,No,"No, never",No comments
Snapchat,Never,2,Customer Support,2,Suspicious permissions request,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Signal,Monthly,3,Ease of use,4,None,Features,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
Signal,Rarely,5,Customer Support,1,Suspicious permissions request,User Interface,Not Sure,Not Sure,"Yes, occasionally",No comments
Khan Academy,Daily,2,Speed/Performance,5,Unexplained data collection,Security,Yes,Not Sure,"Yes, regularly",Suggestions for improvement
Strava,Weekly,5,Features,4,Frequent crashes or slow performance,Speed/Performance,No,Yes,"No, never",No comments
Instagram,Monthly,5,Features,5,Frequent crashes or slow performance,User Interface,No,No,"Yes, regularly",Suggestions for improvement
Facebook,Rarely,4,Ease of use,3,Frequent crashes or slow performance,Security,No,Yes,"Yes, occasionally",No comments
Twitter,Never,3,Design/UI,2,Suspicious permissions request,User Interface,No,Yes,"Yes, occasionally",No comments
Google Docs,Rarely,3,Design/UI,4,Inconsistent behavior across devices,Features,Not Sure,Not Sure,"No, never",No comments
MyFitnessPal,Never,4,Design/UI,3,Suspicious permissions request,Bug Fixes,Yes,Yes,"No, never",No comments
Google Docs,Daily,5,Speed/Performance,5,Inconsistent behavior across devices,Customer Support,Yes,Yes,"Yes, occasionally",No comments
BBC News,Monthly,5,Speed/Performance,5,Inconsistent behavior across devices,Customer Support,Not Sure,Yes,"Yes, regularly",No comments
CNN,Daily,5,Design/UI,1,None,Bug Fixes,Yes,No,"Yes, regularly",No comments
Clash of Clans,Rarely,3,Features,1,Unexplained data collection,Features,Not Sure,No,"No, never",No comments
Flipboard,Rarely,2,Features,1,None,Customer Support,Yes,Yes,"Yes, occasionally",No comments
BBC News,Weekly,1,Design/UI,3,Frequent crashes or slow performance,User Interface,Yes,Yes,"No, never",No comments
Signal,Daily,5,Speed/Performance,5,Inconsistent behavior across devices,Security,Yes,No,"Yes, occasionally",Suggestions for improvement
Google News,Monthly,4,Customer Support,2,Inconsistent behavior across devices,Features,No,Yes,"No, never",No comments
Microsoft Word,Weekly,3,Speed/Performance,3,Suspicious permissions request,Bug Fixes,Yes,No,"Yes, regularly",No comments
Skype,Never,1,Customer Support,4,Unexplained data collection,Speed/Performance,Not Sure,Yes,"No, never",No comments
Snapchat,Monthly,4,Speed/Performance,2,None,Customer Support,Yes,Not Sure,"Yes, regularly",No comments
MyFitnessPal,Monthly,4,Customer Support,4,None,User Interface,No,No,"Yes, regularly",No comments
Duolingo,Weekly,3,Design/UI,3,Unexplained data collection,Speed/Performance,Yes,Yes,"No, never",No comments
Google News,Rarely,4,Features,2,None,Bug Fixes,Yes,Not Sure,"Yes, regularly",No comments
Microsoft Word,Never,4,Ease of use,2,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"No, never",No comments
Pinterest,Rarely,5,Design/UI,5,Inconsistent behavior across devices,Speed/Performance,Not Sure,Yes,"No, never",No comments
Trello,Rarely,2,Design/UI,1,None,Bug Fixes,Yes,Not Sure,"Yes, regularly",No comments
Fortnite,Never,1,Features,2,Frequent crashes or slow performance,Bug Fixes,No,Yes,"No, never",No comments
Strava,Weekly,1,Features,3,Suspicious permissions request,Bug Fixes,No,Not Sure,"No, never",No comments
Clash of Clans,Rarely,5,Features,3,None,Bug Fixes,Not Sure,Yes,"Yes, occasionally",No comments
Coursera,Rarely,5,Ease of use,1,Suspicious permissions request,User Interface,Not Sure,Not Sure,"No, never",No comments
Disney+,Weekly,5,Customer Support,2,Frequent crashes or slow performance,Customer Support,No,Not Sure,"Yes, regularly",No comments
Facebook Messenger,Weekly,2,Speed/Performance,3,Inconsistent behavior across devices,Customer Support,Not Sure,Not Sure,"No, never",Suggestions for improvement
Duolingo,Weekly,5,Design/UI,1,Frequent crashes or slow performance,Bug Fixes,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Telegram,Never,3,Customer Support,5,Inconsistent behavior across devices,User Interface,No,Not Sure,"No, never",No comments
Coursera,Never,1,Design/UI,2,Frequent crashes or slow performance,Customer Support,No,No,"No, never",No comments
Duolingo,Monthly,5,Customer Support,3,Inconsistent behavior across devices,Features,No,Yes,"Yes, occasionally",No comments
Skype,Monthly,3,Ease of use,4,Frequent crashes or slow performance,Speed/Performance,Not Sure,Yes,"Yes, occasionally",No comments
Pinterest,Daily,5,Speed/Performance,3,Suspicious permissions request,Security,Not Sure,No,"Yes, regularly",No comments
The New York Times,Monthly,5,Design/UI,2,Unexplained data collection,Bug Fixes,No,Yes,"Yes, regularly",No comments
Facebook Messenger,Daily,1,Design/UI,3,None,Speed/Performance,Not Sure,No,"No, never",No comments
Skype,Daily,1,Customer Support,3,None,User Interface,Not Sure,Yes,"No, never",No comments
Microsoft Word,Daily,4,Customer Support,5,Unexplained data collection,User Interface,Not Sure,Not Sure,"Yes, regularly",No comments
Slack,Monthly,5,Speed/Performance,1,Unexplained data collection,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Signal,Daily,2,Ease of use,4,Suspicious permissions request,Features,Yes,No,"No, never",No comments
Khan Academy,Never,5,Ease of use,4,None,Security,Yes,Not Sure,"Yes, occasionally",No comments
Instagram,Weekly,3,Design/UI,2,Unexplained data collection,Security,No,No,"Yes, occasionally",Suggestions for improvement
Microsoft Word,Monthly,5,Design/UI,2,Unexplained data collection,Bug Fixes,Yes,Yes,"Yes, occasionally",No comments
Among Us,Never,1,Ease of use,4,Frequent crashes or slow performance,Features,Not Sure,Not Sure,"No, never",No comments
Trello,Weekly,1,Ease of use,2,None,User Interface,Yes,Yes,"No, never",No comments
Hulu,Monthly,4,Features,1,Unexplained data collection,Features,No,No,"Yes, regularly",Suggestions for improvement
Evernote,Monthly,5,Ease of use,1,Unexplained data collection,User Interface,Yes,No,"Yes, occasionally",No comments
CNN,Daily,4,Ease of use,2,Frequent crashes or slow performance,Security,No,No,"No, never",Suggestions for improvement
Evernote,Daily,2,Ease of use,3,Suspicious permissions request,Features,Not Sure,Yes,"Yes, regularly",No comments
Clash of Clans,Weekly,1,Customer Support,1,Suspicious permissions request,Features,Not Sure,No,"No, never",No comments
Clash of Clans,Rarely,4,Ease of use,2,None,Customer Support,Yes,Not Sure,"No, never",No comments
Coursera,Monthly,4,Speed/Performance,3,Unexplained data collection,Speed/Performance,Yes,Not Sure,"No, never",Suggestions for improvement
MyFitnessPal,Rarely,1,Design/UI,1,None,Speed/Performance,No,Not Sure,"Yes, regularly",No comments
Among Us,Weekly,4,Features,4,Frequent crashes or slow performance,Bug Fixes,Not Sure,Not Sure,"Yes, regularly",No comments
CNN,Monthly,3,Design/UI,5,Unexplained data collection,Bug Fixes,Yes,No,"Yes, regularly",Suggestions for improvement
BBC News,Daily,3,Ease of use,1,Unexplained data collection,Features,No,No,"Yes, occasionally",No comments
Slack,Monthly,3,Customer Support,3,Suspicious permissions request,Security,Yes,No,"Yes, regularly",No comments
Flipboard,Rarely,2,Customer Support,5,Suspicious permissions request,Customer Support,No,No,"Yes, occasionally",Suggestions for improvement
CNN,Never,4,Speed/Performance,5,None,Security,Not Sure,No,"No, never",No comments
Facebook Messenger,Daily,5,Ease of use,1,Inconsistent behavior across devices,Bug Fixes,Yes,Not Sure,"Yes, occasionally",No comments
Khan Academy,Daily,3,Features,4,None,Bug Fixes,Not Sure,Yes,"No, never",Suggestions for improvement
Among Us,Daily,5,Speed/Performance,3,None,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Spotify,Never,4,Ease of use,3,Frequent crashes or slow performance,Speed/Performance,Yes,No,"No, never",Suggestions for improvement
Strava,Never,4,Design/UI,1,Unexplained data collection,Security,Not Sure,No,"Yes, regularly",No comments
Twitter,Rarely,1,Speed/Performance,5,Unexplained data collection,Customer Support,No,Yes,"Yes, regularly",No comments
Google News,Weekly,5,Speed/Performance,1,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",No comments
Khan Academy,Monthly,1,Speed/Performance,5,Suspicious permissions request,User Interface,No,No,"No, never",Suggestions for improvement
Evernote,Rarely,5,Ease of use,3,Inconsistent behavior across devices,Security,Yes,No,"Yes, occasionally",No comments
PUBG Mobile,Rarely,3,Speed/Performance,1,Inconsistent behavior across devices,Security,No,Not Sure,"Yes, occasionally",No comments
Spotify,Weekly,4,Ease of use,1,Inconsistent behavior across devices,Customer Support,Not Sure,Yes,"Yes, regularly",No comments
The New York Times,Never,1,Design/UI,1,Frequent crashes or slow performance,Speed/Performance,Not Sure,Yes,"Yes, regularly",No comments
Instagram,Never,1,Speed/Performance,5,Unexplained data collection,Features,Yes,Not Sure,"Yes, regularly",No comments
Slack,Daily,1,Speed/Performance,5,Inconsistent behavior across devices,Features,Not Sure,Yes,"No, never",No comments
WhatsApp,Daily,3,Ease of use,2,Suspicious permissions request,Customer Support,No,No,"Yes, regularly",Suggestions for improvement
Trello,Rarely,4,Customer Support,2,Frequent crashes or slow performance,Customer Support,Yes,Not Sure,"Yes, regularly",No comments
Candy Crush Saga,Never,5,Speed/Performance,1,Suspicious permissions request,User Interface,No,No,"Yes, regularly",No comments
Google News,Rarely,1,Design/UI,1,Unexplained data collection,Bug Fixes,Yes,Not Sure,"Yes, occasionally",No comments
BBC News,Weekly,2,Features,1,None,Speed/Performance,Yes,Yes,"No, never",Suggestions for improvement
Evernote,Monthly,4,Customer Support,4,Unexplained data collection,Speed/Performance,No,Yes,"Yes, occasionally",No comments
Hulu,Never,3,Design/UI,1,Unexplained data collection,Bug Fixes,Yes,No,"Yes, occasionally",No comments
Microsoft Word,Never,3,Speed/Performance,5,None,Speed/Performance,No,No,"No, never",No comments
Fitbit,Monthly,1,Speed/Performance,2,None,User Interface,Not Sure,No,"No, never",No comments
Flipboard,Monthly,5,Design/UI,5,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",No comments
Skype,Weekly,3,Ease of use,5,Inconsistent behavior across devices,Features,No,Yes,"Yes, occasionally",No comments
Twitter,Weekly,4,Design/UI,1,Suspicious permissions request,Customer Support,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Evernote,Daily,3,Design/UI,4,Inconsistent behavior across devices,Security,No,Yes,"Yes, occasionally",No comments
Facebook,Never,5,Customer Support,2,Inconsistent behavior across devices,Customer Support,Yes,No,"No, never",Suggestions for improvement
Facebook,Rarely,2,Speed/Performance,1,Frequent crashes or slow performance,Features,Not Sure,No,"No, never",Suggestions for improvement
Skype,Rarely,1,Ease of use,5,Unexplained data collection,Security,Not Sure,No,"Yes, regularly",No comments
